Qin,RECOVERY,CODin,BOD5in,CIin,HARDin,SSin,NH3Nin,LASin,CHROMin,CODout,BOD5out,CIout,HARDout,SSout,NH3Nout,LASout,CHROMout,LEVEL,YEAR,COST
9000,0.8,0.2,0.08,100,10,0,0,0.00 ,0,0,0,10,1,0,0,0.00 ,0,1,2,7520000
10700,0.95,1,0.4,2000,200,1,0,0.02 ,0,0.8,0.32,2000,200,0,0,0.02 ,0,1,2,7705000
10700,0.75,1,0.4,2000,200,0.5,0,0.02 ,0,0.2,0.08,100,10,0,0,0.00 ,0,1,2,18060000
10200,0.706,0.8,0.32,2000,200,0,0,0.02 ,0,0,0,10,1,0,0,0.00 ,0,1,2,18770000
10700,0.75,1,0.4,2000,200,1,0,0.02 ,0,0.2,0.08,100,10,0,0,0.00 ,0,1,2,18955000
10700,0.673,1,0.4,2000,200,0.5,0,0.02 ,0,0,0,10,1,0,0,0.00 ,0,1,2,25580000
1340,0.54,50,20,5000,400,0.5,3,1.00 ,0,10,4,200,20,0,0.5,0.20 ,0,1,2,2295500
1340,0.99,50,20,5000,400,1,3,1.00 ,0,50,20,5000,400,0.5,3,1.00 ,0,2,2,155000
1330,0.99,50,20,5000,400,0.5,3,1.00 ,0,40,16,5000,400,0.2,2,0.80 ,0,2,2,193000
1320,0.9,40,16,5000,400,0.2,2,0.80 ,0,35,14,5000,400,0,2,0.70 ,0,1,2,797500
1200,0.6,35,14,5000,400,0,2,0.70 ,0,10,4,200,20,0,0.5,0.20 ,0,1,2,1150000
1340,0.98,50,20,5000,400,1,3,1.00 ,0,40,16,5000,400,0.2,2,0.80 ,0,2,2,348000
1330,0.9,50,20,5000,400,0.5,3,1.00 ,0,35,14,5000,400,0,2,0.70 ,0,1,2,990500
1320,0.54,40,16,5000,400,0.2,2,0.80 ,0,10,4,200,20,0,0.5,0.20 ,0,1,2,1947500
1320,0.9,50,20,5000,400,1,3,1.00 ,0,35,14,5000,400,0,2,0.70 ,0,2,2,1145500
1320,0.54,50,20,5000,400,0.5,3,1.00 ,0,10,4,200,20,0,0.5,0.20 ,0,1,2,2140500
14000,0.75,100,40,2000,1000,5,1,0.50 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,12125000
14000,1,100,40,2000,1000,5,1,0.50 ,0,90,36,2000,120,1,1,0.45 ,0,3,2,950000
14000,0.99,90,36,2000,120,1,1,0.45 ,0,90,36,2000,120,0.1,1,0.45 ,0,3,2,925000
14000,0.99,90,36,2000,120,0.1,1,0.45 ,0,60,24,2000,120,0,0.5,0.30 ,0,3,2,1100000
14000,0.75,60,24,2000,120,0,0.5,0.30 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,9150000
14000,0.99,100,40,2000,1000,5,1,0.50 ,0,90,36,2000,120,0.1,1,0.45 ,0,3,2,1875000
14000,0.98,90,36,2000,120,1,1,0.45 ,0,60,24,2000,120,0,0.5,0.30 ,0,3,2,2025000
14000,0.75,90,36,2000,120,0.1,1,0.45 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,10250000
14000,0.98,100,40,2000,1000,5,1,0.50 ,0,60,24,2000,120,0,0.5,0.30 ,0,3,2,2975000
14000,0.75,90,36,2000,120,1,1,0.45 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,11175000
18000,0.75,100,40,3000,1000,5,1,0.50 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,14800000
18000,1,100,40,3000,1000,5,1,0.50 ,0,90,36,3000,120,1,1,0.45 ,0,3,2,1350000
18000,0.99,90,36,3000,120,1,1,0.45 ,0,90,36,3000,120,0.1,1,0.45 ,0,3,2,1250000
18000,0.99,90,36,3000,120,0.1,1,0.45 ,0,60,24,3000,120,0,0.5,0.30 ,0,3,2,1650000
18000,0.75,60,24,3000,120,0,0.5,0.30 ,0,20,8,150,5,0,0.2,0.10 ,0,2,2,10550000
18000,0.99,100,40,3000,1000,5,1,0.50 ,0,90,36,3000,120,0.1,1,0.45 ,0,3,2,2600000
18000,0.98,90,36,3000,120,1,1,0.45 ,0,60,24,3000,120,0,0.5,0.30 ,0,3,2,2900000
18000,0.75,90,36,3000,120,0.1,1,0.45 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,12200000
18000,0.98,100,40,3000,1000,5,1,0.50 ,0,60,24,3000,120,0,0.5,0.30 ,0,3,2,4250000
18000,0.75,90,36,3000,120,1,1,0.45 ,0,20,8,100,5,0,0.2,0.10 ,0,2,2,13450000
50,0.6375,500,200,18000,1000,5000,20,2.50 ,40,50,20,700,5,0.5,10,0.25 ,0,1,2,1340000
50,1,500,200,18000,1000,5000,20,2.50 ,40,500,200,18000,1000,5,20,2.50 ,30,1,2,400000
50,0.85,500,200,18000,1000,5,20,2.50 ,30,400,160,16200,50,1,18,2.00 ,10,1,2,420000
42.5,0.75,500,200,16200,50,1,20,2.50 ,10,50,20,700,5,0.5,10,0.25 ,0,1,2,520000
50,0.85,500,200,18000,1000,5000,20,2.50 ,40,400,160,16200,50,1,18,2.00 ,10,1,2,820000
50,0.6375,500,200,18000,1000,5,18,2.50 ,30,50,20,700,5,0.5,10,0.25 ,0,1,2,940000
660,1,10,4,2000,600,5,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,6400000
727.2,1,10,4,2000,600,5,1,0.00 ,0,10,4,2000,100,2,1,0.00 ,0,2,2,425000
727.2,0.9,10,4,2000,100,2,1,0.00 ,0,10,4,2000,100,0.1,1,0.00 ,0,3,2,325000
660,0.75,10,4,2000,100,0.1,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,525000
165.6,0.75,40,16,8000,400,0.1,4,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,235000
43.2,1,160,64,32000,1600,0.4,16,0.00 ,0,160,64,32000,100,1,16,0.00 ,0,2,2,275000
43.2,1,160,64,32000,100,1,16,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,4615000
727.2,0.9,10,4,2000,600,5,1,0.00 ,0,10,4,2000,100,0.1,1,0.00 ,0,3,2,750000
727.2,0.675,10,4,2000,100,2,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,850000
660,0.9375,10,4,2000,100,2,1,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,760000
43.2,1,160,64,32000,1600,0.4,16,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,4890000
727.2,0.675,10,4,2000,600,5,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,1275000
727.2,0.913,10,4,2000,100,2,1,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,1085000
165.6,1,40,16,8000,400,0.1,4,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,5125000
727.2,0.913,30,12,350,40,0,2,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,1510000
660,1,10,4,2000,100,2,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,5650000
660,1,10,4,2000,100,2,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,5975000
432,1,10,4,2000,600,5,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,4713000
475.2,1,10,4,2000,600,5,1,0.00 ,0,10,4,2000,100,2,1,0.00 ,0,2,2,382000
475.2,0.9,10,4,2000,100,2,1,0.00 ,0,10,4,2000,100,0.1,1,0.00 ,0,3,2,265000
432,0.75,10,4,2000,100,0.1,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,452000
108,0.75,40,16,8000,400,0.1,4,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,172600
28.8,1,160,64,32000,1600,0.4,16,0.00 ,0,160,64,32000,100,1,16,0.00 ,0,2,2,215200
28.8,1,160,64,32000,100,1,16,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,3226200
475.2,0.9,10,4,2000,600,5,1,0.00 ,0,10,4,2000,100,0.1,1,0.00 ,0,3,2,647000
475.2,0.675,10,4,2000,100,2,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,717000
432,0.9375,10,4,2000,100,2,1,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,624600
28.8,1,160,64,32000,1600,0.4,16,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,3441400
475.2,0.675,10,4,2000,600,5,1,0.00 ,0,3,1.2,80,10,0,0.5,0.00 ,0,2,2,1099000
475.2,0.913,10,4,2000,100,2,1,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,889600
108,1,40,16,8000,400,0.1,4,0.00 ,0,30,12,350,40,0,2,0.00 ,0,2,2,3614000
475.2,0.913,30,12,350,40,0,2,0.00 ,0,9,3.6,140,17,0,0.8,0.00 ,0,2,2,1271600
432,1,10,4,2000,100,2,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,4066000
432,1,10,4,2000,100,2,1,0.00 ,0,9.75,3.9,147.5,17.5,0,0.875,0.00 ,0,2,2,4331000
2160,0.987,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,6280000
2160,0.99,10,4,3000,0,1,0,0.00 ,0,10,4,3000,0,0.1,0,0.00 ,0,3,2,225000
2160,0.99,10,4,3000,0,0.1,0,0.00 ,0,5,2,3000,0,0,0,0.00 ,0,3,2,265000
2842,0.75,6,2.4,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,1,2,2540000
710.5,0.6,24,9.6,12960,0,0,0,0.00 ,0,5,2,400,0,0,0,0.00 ,0,1,2,700000
284.2,0.9,60,24,32400,0,0,0,0.00 ,0,40,16,10000,0,0,0,0.00 ,0,3,2,2550000
2160,0.99,10,4,3000,0,1,0,0.00 ,0,5,2,3000,0,0,0,0.00 ,0,3,2,490000
2842,0.75,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,3,2,2805000
2842,0.9,5,2,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,1,2,3240000
710.5,0.96,20,8,12960,0,0,0,0.00 ,0,18,7.2,4000,0,0,0,0.00 ,0,2,2,3250000
2160,0.75,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,3030000
2160,0.87,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,3505000
2160,0.987,5,2,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,5790000
2160,0.87,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,3730000
2160,0.987,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,6055000
240,0.7,50,20,5200,50,2,2,0.00 ,0,10,4,200,2,0,0.5,0.00 ,0,2,2,298000
240,0.99,50,20,5200,50,2,2,0.00 ,0,50,20,5200,50,0.1,2,0.00 ,0,3,2,40000
240,0.99,50,20,5200,50,0.1,2,0.00 ,0,30,12,5200,50,0,1,0.00 ,0,3,2,43000
240,0.7,30,12,5200,50,0,1,0.00 ,0,10,4,200,2,0,0.5,0.00 ,0,2,2,215000
240,0.99,50,20,5200,50,2,2,0.00 ,0,30,12,5200,50,0,1,0.00 ,0,3,2,83000
240,0.7,50,20,5200,50,0.1,2,0.00 ,0,10,4,200,2,0,0.5,0.00 ,0,2,2,258000
720,0.987,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,2428000
720,0.99,10,4,3000,0,1,0,0.00 ,0,10,4,3000,0,0.1,0,0.00 ,0,3,2,60000
720,0.99,10,4,3000,0,0.1,0,0.00 ,0,5,2,3000,0,0,0,0.00 ,0,3,2,68000
947.3333333,0.75,6,2.4,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,1,2,885000
236.8333333,0.6,24,9.6,12960,0,0,0,0.00 ,0,5,2,400,0,0,0,0.00 ,0,1,2,265000
94.73333333,0.9,60,24,32400,0,0,0,0.00 ,0,40,16,10000,0,0,0,0.00 ,0,3,2,1150000
720,0.99,10,4,3000,0,1,0,0.00 ,0,5,2,3000,0,0,0,0.00 ,0,3,2,128000
947.3333333,0.75,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,3,2,953000
947.3333333,0.9,5,2,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,1,2,1150000
236.8333333,0.96,20,8,12960,0,0,0,0.00 ,0,18,7.2,4000,0,0,0,0.00 ,0,2,2,1415000
720,0.75,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,1013000
720,0.87,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,1218000
720,0.987,5,2,3240,0,0,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,2300000
720,0.87,10,4,3000,0,1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,1278000
720,0.987,10,4,3000,0,0.1,0,0.00 ,0,1,0.4,100,0,0,0,0.00 ,0,2,2,2368000
2400,0.987,10,4,2500,0,1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,6660000
2400,0.99,10,4,2500,0,1,0,0.00 ,0,10,4,2500,0,0.1,0,0.00 ,0,3,2,245000
2400,0.99,10,4,2500,0,0.1,0,0.00 ,0,5,2,2500,0,0,0,0.00 ,0,3,2,285000
3157.777778,0.75,6,2.4,2700,0,0,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,1,2,2970000
789.4444444,0.6,24,9.6,10800,0,0,0,0.00 ,0,5,2,330,0,0,0,0.00 ,0,1,2,810000
315.7777778,0.9,60,24,27000,0,0,0,0.00 ,0,40,16,10000,0,0,0,0.00 ,0,3,2,2350000
2400,0.99,10,4,2500,0,1,0,0.00 ,0,5,2,2500,0,0,0,0.00 ,0,3,2,530000
3157.777778,0.75,10,4,2500,0,0.1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,3,2,3255000
3157.777778,0.9,5,2,2700,0,0,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,1,2,3780000
789.4444444,0.96,20,8,10800,0,0,0,0.00 ,0,18,7.2,3330,0,0,0,0.00 ,0,2,2,3160000
2400,0.75,10,4,2500,0,1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,3500000
2400,0.87,10,4,2500,0,0.1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,4065000
2400,0.987,5,2,2700,0,0,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,6130000
2400,0.87,10,4,2500,0,1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,4310000
2400,0.987,10,4,2500,0,0.1,0,0.00 ,0,1,0.4,83,0,0,0,0.00 ,0,2,2,6415000
2976,0.71,5,2,2000,100,1,1,0.00 ,0,1,0.4,5,1,0,0.1,0.00 ,0,1,2,5470000
2976,0.99,5,2,2000,100,1,1,0.00 ,0,5,2,2000,100,0.1,1,0.00 ,0,3,2,265000
2976,0.99,5,2,2000,100,0.1,1,0.00 ,0,2,0.8,2000,100,0,0.8,0.00 ,0,3,2,305000
3500,0.75,2,0.8,2000,100,0,0.8,0.00 ,0,2,0.8,60,5,0,0.2,0.00 ,0,1,2,3050000
2625,0.8,2,0.8,60,5,0,0.2,0.00 ,0,1,0.4,5,1,0,0.1,0.00 ,0,1,2,1850000
2976,0.99,5,2,2000,100,1,1,0.00 ,0,2,0.8,2000,100,0,0.8,0.00 ,0,3,2,570000
3500,0.75,5,2,2000,100,0.1,1,0.00 ,0,2,0.8,60,5,0,0.2,0.00 ,0,2,2,3355000
2976,0.71,2,0.8,2000,100,0,0.8,0.00 ,0,1,0.4,5,1,0,0.1,0.00 ,0,1,2,4900000
3500,0.75,5,2,2000,100,1,1,0.00 ,0,2,0.8,60,5,0,0.2,0.00 ,0,2,2,3620000
2976,0.71,5,2,1000,100,0.1,1,0.00 ,0,1,0.4,5,1,0,0.1,0.00 ,0,1,2,5205000
2976,0.71,5,2,1000,100,1,1,0.00 ,0,1,0.4,4,1,0,0.1,0.00 ,0,1,2,5470000
2976,0.99,5,2,1000,100,1,1,0.00 ,0,5,2,1000,100,0.1,1,0.00 ,0,3,2,265000
2976,0.99,5,2,1000,100,0.1,1,0.00 ,0,2,0.8,1000,100,0,0.8,0.00 ,0,3,2,305000
3500,0.75,2,0.8,1000,100,0,0.8,0.00 ,0,2,0.8,40,5,0,0.2,0.00 ,0,1,2,3050000
2625,0.8,2,0.8,40,5,0,0.2,0.00 ,0,1,0.4,4,1,0,0.1,0.00 ,0,1,2,1850000
2976,0.99,5,2,1000,100,1,1,0.00 ,0,2,0.8,1000,100,0,0.8,0.00 ,0,3,2,570000
3500,0.75,5,2,1000,100,0.1,1,0.00 ,0,2,0.8,40,5,0,0.2,0.00 ,0,2,2,3355000
2976,0.71,2,0.8,1000,100,0,0.8,0.00 ,0,1,0.4,4,1,0,0.1,0.00 ,0,1,2,4900000
3500,0.75,5,2,1000,100,1,1,0.00 ,0,2,0.8,40,5,0,0.2,0.00 ,0,2,2,3620000
2976,0.71,5,2,1000,100,0.1,1,0.00 ,0,1,0.4,4,1,0,0.1,0.00 ,0,1,2,5205000
1320,0.7,10,4,5000,200,2,5,0.00 ,0,5,2,200,10,0,3,0.00 ,0,1,2,1420200
1320,0.99,10,4,5000,200,2,5,0.00 ,0,10,4,5000,200,0.1,5,0.00 ,0,3,2,126200
1320,0.99,10,4,5000,200,0.1,5,0.00 ,0,8,3.2,5000,200,0,4,0.00 ,0,3,2,142000
1320,0.7,8,3.2,5000,200,0,4,0.00 ,0,5,2,200,10,0,3,0.00 ,0,1,2,1152000
1320,0.99,10,4,5000,200,2,5,0.00 ,0,8,3.2,5000,200,0,4,0.00 ,0,3,2,268200
1320,0.7,10,4,5000,200,0.1,5,0.00 ,0,5,2,200,10,0,3,0.00 ,0,1,2,1294000
220,0.79,200,80,3000,100,1,50,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,1,529000
220,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,100,0,50,0.00 ,0,3,1,123800
200,1,200,80,3000,100,0,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,1,115000
200,0.75,200,80,3000,10,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,185200
50,0.6,800,320,12000,40,0,200,0.00 ,0,160,64,500,4,0,60,0.00 ,0,2,1,105000
220,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,1,238800
200,0.75,200,80,3000,100,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,300200
200,0.9,800,320,12000,40,0,200,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,1,290200
220,0.675,200,80,3000,100,1,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,424000
200,0.9,200,80,3000,100,0,50,0.00 ,0,168,67.2,2420,8.2,0,43,0.00 ,0,2,1,405200
600,0.891,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1635300
600,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,100,0,150,0.00 ,0,3,1,263000
540,1,200,80,2000,100,0,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,1,204000
540,0.75,200,80,2000,10,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,1,382500
135,0.6,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,2,1,227800
54,0.9,2000,800,20000,100,0,1500,0.00 ,0,2000,800,10000,50,0,500,0.00 ,0,3,1,558000
600,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,1,467000
540,0.75,200,80,2000,100,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,1,586500
540,0.9,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,610300
135,0.96,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,3,1,785800
600,0.675,200,80,2000,100,1,150,0.00 ,0,40,16,67,1,0,45,0.00 ,0,2,1,849500
540,0.9,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,814300
540,0.99,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1168300
600,0.81,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1077300
540,0.99,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1372300
96,1,400,160,20000,150,0.5,200,10.00 ,0,300,120,1000,20,0,200,7.50 ,0,2,1,5622000
96,0.8,400,160,20000,150,0.5,200,10.00 ,0,200,80,1000,20,0,100,5.00 ,0,2,1,4560000
19.2,1,2000,800,100000,750,2.5,1000,50.00 ,0,500,200,1000,20,0,500,12.50 ,0,2,1,1062000
170,0.79,200,80,3000,100,1,50,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,1,453000
170,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,100,0,50,0.00 ,0,3,1,102800
154,1,200,80,3000,100,0,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,1,100000
154,0.75,200,80,3000,10,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,165200
38,0.6,800,320,12000,40,0,200,0.00 ,0,160,64,500,4,0,60,0.00 ,0,2,1,85000
170,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,1,202800
154,0.75,200,80,3000,100,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,265200
154,0.9,800,320,12000,40,0,200,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,1,250200
170,0.675,200,80,3000,100,1,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,1,368000
154,0.9,200,80,3000,100,0,50,0.00 ,0,168,67.2,2420,8.2,0,43,0.00 ,0,2,1,350200
350,0.891,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1260300
350,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,100,0,150,0.00 ,0,3,1,183000
320,1,200,80,2000,100,0,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,1,154000
320,0.75,200,80,2000,10,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,1,312500
80,0.6,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,2,1,182800
32,0.9,2000,800,20000,100,0,1500,0.00 ,0,2000,800,10000,50,0,500,0.00 ,0,3,1,428000
350,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,1,337000
320,0.75,200,80,2000,100,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,1,466500
320,0.9,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,495300
80,0.96,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,3,1,610800
350,0.675,200,80,2000,100,1,150,0.00 ,0,40,16,67,1,0,45,0.00 ,0,2,1,649500
320,0.9,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,649300
320,0.99,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,923300
350,0.81,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,832300
320,0.99,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,1,1077300
80,1,400,160,20000,150,0.5,200,10.00 ,0,300,120,1000,20,0,200,7.50 ,0,2,1,4522000
80,0.9,400,160,20000,150,0.5,200,10.00 ,0,200,80,1000,20,0,100,5.00 ,0,2,1,3860000
10,1,2000,800,100000,750,2.5,1000,50.00 ,0,500,200,1000,20,0,500,12.50 ,0,2,1,662000
300,1,800,320,15000,50,1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,7010500
330,1,800,320,15000,50,1,850,0.00 ,0,800,320,15000,50,0,850,0.00 ,0,3,1,65000
330,1,800,320,15000,50,0,850,0.00 ,0,800,320,15000,5,0.1,850,0.00 ,0,2,1,421000
300,0.9,800,320,15000,5,0.1,850,0.00 ,0,800,320,15000,5,0,850,0.00 ,0,3,1,187500
488,0.72,700,280,17000,5,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,572000
351,0.85,100,40,400,0.5,0,100,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,295000
137,0.78,2400,960,60000,35,0,2500,0.00 ,0,500,200,10000,10,0,500,0.00 ,0,3,1,1650000
30,1,3200,1280,300000,100,0,8500,0.00 ,0,700,280,17000,5,0,850,0.00 ,0,2,1,3820000
330,1,800,320,15000,50,1,850,0.00 ,0,800,320,15000,5,0.1,850,0.00 ,0,2,1,486000
330,0.9,800,320,15000,50,0,850,0.00 ,0,800,320,15000,5,0,850,0.00 ,0,2,1,608500
488,0.72,800,320,15000,5,0.1,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,759500
488,0.61,700,280,17000,5,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,867000
137,1,2400,960,60000,35,0,2500,0.00 ,0,500,200,10000,10,0,500,0.00 ,0,2,1,5470000
300,0.9,800,320,15000,50,1,850,0.00 ,0,800,320,15000,50,1,850,0.00 ,0,2,1,673500
300,0.75,800,320,15000,50,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,1180500
488,0.61,700,280,17000,5,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,1054500
330,0.91,700,280,17000,5,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,2409500
300,0.9,700,280,17000,5,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,6042000
300,1,700,280,17000,5,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,6042000
300,0.75,800,320,15000,50,1,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,1245500
488,0.61,800,320,15000,50,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,1475500
330,0.91,800,320,15000,50,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,2830500
300,0.9,800,320,15000,5,0.1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,2704500
300,1,800,320,15000,5,0.1,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,6229500
300,1,700,280,17000,5,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,6337000
488,0.61,800,320,15000,50,1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,1540500
330,0.91,800,320,15000,50,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,3125500
300,1,800,320,15000,50,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,6650500
300,1,800,320,15000,5,0.1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,6524500
300,0.9,800,320,15000,50,1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,3190500
